purchase_order_id,product_id,store_id,supplier_id,order_date,promised_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_delay_days,fill_rate,on_time_flag
PO-0009-2,73,3,16,2023-02-03,2023-02-12,2023-02-11,48,41,-1,0.8541666666666666,True
PO-0009-3,73,3,16,2023-02-06,2023-02-15,2023-02-15,48,45,0,0.9375,True
PO-0010-1,100,2,14,2023-02-28,2023-03-03,2023-03-03,39,36,0,0.9230769230769231,True
PO-0010-2,100,2,14,2023-01-23,2023-01-26,2023-01-24,32,31,-2,0.96875,True
PO-0010-3,100,2,14,2023-03-19,2023-03-22,2023-03-23,35,31,1,0.8857142857142857,False
PO-0011-1,59,2,7,2022-12-02,2022-12-05,2022-12-05,32,29,0,0.90625,True
PO-0011-2,59,2,7,2023-01-24,2023-01-27,2023-01-26,24,22,-1,0.9166666666666666,True
PO-0011-3,59,2,7,2023-05-08,2023-05-11,2023-05-09,30,28,-2,0.9333333333333333,True
PO-0011-4,59,2,7,2023-03-07,2023-03-10,2023-03-08,27,25,-2,0.9259259259259259,True
PO-0011-5,59,2,7,2023-05-30,2023-06-02,2023-06-03,27,25,1,0.9259259259259259,False
PO-0012-1,37,3,11,2023-03-09,2023-03-18,2023-03-17,39,33,-1,0.8461538461538461,True
PO-0012-2,37,3,11,2023-06-23,2023-07-02,2023-07-04,40,34,2,0.85,False
PO-0013-1,30,3,11,2023-11-03,2023-11-12,2023-11-12,5,4,0,0.8,True
PO-0013-2,30,3,11,2023-08-02,2023-08-11,2023-08-09,15,12,-2,0.8,True
PO-0013-3,30,3,11,2023-11-08,2023-11-17,2023-11-16,12,10,-1,0.8333333333333334,True
PO-0014-1,99,3,9,2023-02-26,2023-03-05,2023-03-12,48,44,7,0.9166666666666666,False
PO-0014-2,99,3,9,2023-01-10,2023-01-17,2023-01-15,47,42,-2,0.8936170212765957,True
PO-0014-3,99,3,9,2022-12-28,2023-01-04,2023-01-04,43,41,0,0.9534883720930233,True
PO-0014-4,99,3,9,2023-01-02,2023-01-09,2023-01-10,43,40,1,0.9302325581395349,False
PO-0014-5,99,3,9,2023-02-17,2023-02-24,2023-02-24,44,42,0,0.9545454545454546,True
PO-0015-1,94,2,13,2022-06-22,2022-06-29,2022-07-01,11,9,2,0.8181818181818182,False
PO-0015-2,94,2,13,2022-07-31,2022-08-07,2022-08-06,9,8,-1,0.8888888888888888,True
PO-0016-1,11,3,6,2023-03-15,2023-03-18,2023-03-20,28,27,2,0.9642857142857143,False
PO-0016-2,11,3,6,2023-04-28,2023-05-01,2023-05-01,35,34,0,0.9714285714285714,True
PO-0016-3,11,3,6,2023-07-14,2023-07-17,2023-07-18,32,29,1,0.90625,False
PO-0017-1,87,2,18,2022-05-21,2022-05-26,2022-05-27,48,47,1,0.9791666666666666,False
PO-0017-2,87,2,18,2022-11-10,2022-11-15,2022-11-16,46,44,1,0.9565217391304348,False
PO-0017-3,87,2,18,2022-06-12,2022-06-17,2022-06-17,44,38,0,0.8636363636363636,True
PO-0017-4,87,2,18,2022-07-18,2022-07-23,2022-07-24,26,23,1,0.8846153846153846,False
PO-0017-5,87,2,18,2022-07-15,2022-07-20,2022-07-24,49,42,4,0.8571428571428571,False
PO-0018-1,87,1,18,2023-07-29,2023-08-03,2023-08-07,5,4,4,0.8,False
PO-0018-2,87,1,18,2023-01-26,2023-01-31,2023-01-31,5,4,0,0.8,True
PO-0018-3,87,1,18,2023-03-17,2023-03-22,2023-03-23,16,13,1,0.8125,False
PO-0018-4,87,1,18,2023-09-03,2023-09-08,2023-09-06,5,4,-2,0.8,True
PO-0019-1,96,1,9,2023-04-03,2023-04-10,2023-04-09,29,27,-1,0.9310344827586207,True
PO-0019-2,96,1,9,2023-05-15,2023-05-22,2023-05-20,32,27,-2,0.84375,True
PO-0019-3,96,1,9,2023-05-18,2023-05-25,2023-05-25,29,26,0,0.896551724137931,True
PO-0019-4,96,1,9,2023-02-26,2023-03-05,2023-03-06,42,37,1,0.8809523809523809,False
PO-0020-1,96,3,9,2023-05-09,2023-05-16,2023-05-16,48,45,0,0.9375,True
PO-0020-2,96,3,9,2023-05-28,2023-06-04,2023-06-04,48,47,0,0.9791666666666666,True
PO-0020-3,96,3,9,2023-11-10,2023-11-17,2023-11-21,40,38,4,0.95,False
PO-0020-4,96,3,9,2023-08-28,2023-09-04,2023-09-04,49,42,0,0.8571428571428571,True
PO-0020-5,96,3,9,2023-08-20,2023-08-27,2023-08-27,41,36,0,0.8780487804878049,True
PO-0021-1,78,1,6,2023-05-11,2023-05-14,2023-05-13,28,25,-1,0.8928571428571429,True
PO-0021-2,78,1,6,2023-02-11,2023-02-14,2023-02-14,18,16,0,0.8888888888888888,True
PO-0021-3,78,1,6,2023-06-04,2023-06-07,2023-06-12,22,21,5,0.9545454545454546,False
PO-0022-1,98,2,14,2022-09-05,2022-09-08,2022-09-15,5,4,7,0.8,False
PO-0022-2,98,2,14,2022-12-17,2022-12-20,2022-12-24,5,4,4,0.8,False
PO-0022-3,98,2,14,2023-02-03,2023-02-06,2023-02-08,12,10,2,0.8333333333333334,False
PO-0022-4,98,2,14,2022-10-29,2022-11-01,2022-10-30,7,6,-2,0.8571428571428571,True
PO-0022-5,98,2,14,2023-02-01,2023-02-04,2023-02-05,5,4,1,0.8,False
PO-0023-1,18,3,14,2023-01-10,2023-01-13,2023-01-14,34,31,1,0.9117647058823529,False
PO-0023-2,18,3,14,2022-12-29,2023-01-01,2023-01-01,34,29,0,0.8529411764705882,True
PO-0023-3,18,3,14,2022-11-28,2022-12-01,2022-12-07,48,44,6,0.9166666666666666,False
PO-0023-4,18,3,14,2022-11-11,2022-11-14,2022-11-14,23,22,0,0.9565217391304348,True
PO-0024-1,22,3,7,2023-07-05,2023-07-08,2023-07-09,12,11,1,0.9166666666666666,False
PO-0024-2,22,3,7,2023-07-18,2023-07-21,2023-07-22,17,16,1,0.9411764705882353,False
PO-0024-3,22,3,7,2023-03-21,2023-03-24,2023-03-24,23,20,0,0.8695652173913043,True
PO-0025-1,70,1,4,2023-04-22,2023-04-24,2023-04-25,35,32,1,0.9142857142857143,False
PO-0025-2,70,1,4,2023-06-26,2023-06-28,2023-06-28,25,22,0,0.88,True
PO-0025-3,70,1,4,2023-10-11,2023-10-13,2023-10-11,26,23,-2,0.8846153846153846,True
PO-0025-4,70,1,4,2023-09-23,2023-09-25,2023-09-23,30,26,-2,0.8666666666666667,True
PO-0025-5,70,1,4,2023-07-19,2023-07-21,2023-07-20,21,20,-1,0.9523809523809523,True
PO-0026-1,34,2,17,2023-02-26,2023-03-06,2023-03-10,54,50,4,0.9259259259259259,False
PO-0026-2,34,2,17,2023-01-01,2023-01-09,2023-01-13,48,46,4,0.9583333333333334,False
PO-0026-3,34,2,17,2023-03-24,2023-04-01,2023-04-01,39,37,0,0.9487179487179487,True
PO-0027-1,28,3,1,2023-09-21,2023-09-24,2023-09-26,35,32,2,0.9142857142857143,False
PO-0027-2,28,3,1,2023-08-14,2023-08-17,2023-08-19,51,43,2,0.8431372549019608,False
PO-0027-3,28,3,1,2023-06-03,2023-06-06,2023-06-06,27,26,0,0.9629629629629629,True
PO-0027-4,28,3,1,2023-03-02,2023-03-05,2023-03-09,42,40,4,0.9523809523809523,False
PO-0028-1,80,4,18,2022-06-02,2022-06-07,2022-06-07,17,14,0,0.8235294117647058,True
PO-0028-2,80,4,18,2022-09-05,2022-09-10,2022-09-10,36,33,0,0.9166666666666666,True
PO-0028-3,80,4,18,2022-08-15,2022-08-20,2022-08-18,29,27,-2,0.9310344827586207,True
PO-0028-4,80,4,18,2022-06-07,2022-06-12,2022-06-16,10,9,4,0.9,False
PO-0028-5,80,4,18,2022-07-05,2022-07-10,2022-07-12,14,12,2,0.8571428571428571,False
PO-0029-1,59,3,7,2022-08-10,2022-08-13,2022-08-15,22,20,2,0.9090909090909091,False
PO-0029-2,59,3,7,2022-07-25,2022-07-28,2022-07-29,28,24,1,0.8571428571428571,False
PO-0029-3,59,3,7,2022-10-22,2022-10-25,2022-10-24,25,21,-1,0.84,True
PO-0030-1,45,2,16,2022-12-15,2022-12-24,2022-12-26,18,16,2,0.8888888888888888,False
PO-0030-2,45,2,16,2022-12-20,2022-12-29,2022-12-29,20,19,0,0.95,True
PO-0030-3,45,2,16,2022-08-06,2022-08-15,2022-08-17,27,26,2,0.9629629629629629,False
PO-0030-4,45,2,16,2023-01-16,2023-01-25,2023-01-27,31,30,2,0.967741935483871,False
PO-0030-5,45,2,16,2022-08-09,2022-08-18,2022-08-18,10,9,0,0.9,True
PO-0031-1,56,4,15,2022-07-19,2022-07-28,2022-07-29,20,19,1,0.95,False
PO-0031-2,56,4,15,2022-09-14,2022-09-23,2022-09-21,5,4,-2,0.8,True
PO-0032-1,20,4,17,2023-05-10,2023-05-18,2023-05-19,24,23,1,0.9583333333333334,False
PO-0032-2,20,4,17,2023-02-08,2023-02-16,2023-02-16,32,31,0,0.96875,True
PO-0032-3,20,4,17,2023-08-24,2023-09-01,2023-09-02,42,41,1,0.9761904761904762,False
PO-0033-1,99,3,9,2022-06-10,2022-06-17,2022-06-17,33,31,0,0.9393939393939394,True
PO-0033-2,99,3,9,2022-12-15,2022-12-22,2022-12-24,31,29,2,0.9354838709677419,False
PO-0034-1,39,3,16,2023-06-19,2023-06-28,2023-06-28,22,20,0,0.9090909090909091,True
PO-0034-2,39,3,16,2022-11-19,2022-11-28,2022-11-26,5,4,-2,0.8,True
PO-0034-3,39,3,16,2022-12-29,2023-01-07,2023-01-09,13,12,2,0.9230769230769231,False
PO-0034-4,39,3,16,2022-12-19,2022-12-28,2022-12-31,15,13,3,0.8666666666666667,False
PO-0034-5,39,3,16,2023-01-21,2023-01-30,2023-01-30,26,24,0,0.9230769230769231,True
PO-0035-1,35,1,16,2023-03-04,2023-03-13,2023-03-13,35,30,0,0.8571428571428571,True
PO-0035-2,35,1,16,2023-09-08,2023-09-17,2023-09-19,60,56,2,0.9333333333333333,False
PO-0036-1,18,3,14,2023-03-30,2023-04-02,2023-04-01,35,34,-1,0.9714285714285714,True
PO-0036-2,18,3,14,2023-07-10,2023-07-13,2023-07-11,39,33,-2,0.8461538461538461,True
PO-0036-3,18,3,14,2023-01-30,2023-02-02,2023-02-01,26,25,-1,0.9615384615384616,True
PO-0037-1,91,2,7,2022-11-01,2022-11-04,2022-11-05,19,18,1,0.9473684210526315,False
PO-0037-2,91,2,7,2022-08-07,2022-08-10,2022-08-10,5,4,0,0.8,True
PO-0038-1,18,4,14,2022-11-22,2022-11-25,2022-11-28,29,26,3,0.896551724137931,False
PO-0038-2,18,4,14,2022-11-13,2022-11-16,2022-11-21,42,36,5,0.8571428571428571,False
PO-0038-3,18,4,14,2023-01-17,2023-01-20,2023-01-21,34,31,1,0.9117647058823529,False
PO-0039-1,86,2,2,2022-08-07,2022-08-12,2022-08-12,49,44,0,0.8979591836734694,True
PO-0039-2,86,2,2,2022-06-16,2022-06-21,2022-06-19,38,32,-2,0.8421052631578947,True
PO-0039-3,86,2,2,2022-11-04,2022-11-09,2022-11-09,62,54,0,0.8709677419354839,True
PO-0039-4,86,2,2,2022-12-01,2022-12-06,2022-12-07,43,40,1,0.9302325581395349,False
PO-0039-5,86,2,2,2022-08-16,2022-08-21,2022-08-22,51,49,1,0.9607843137254902,False
PO-0040-1,54,4,4,2022-12-17,2022-12-19,2022-12-18,36,32,-1,0.8888888888888888,True
PO-0040-2,54,4,4,2022-09-15,2022-09-17,2022-09-20,36,35,3,0.9722222222222222,False
PO-0040-3,54,4,4,2022-12-25,2022-12-27,2022-12-27,34,32,0,0.9411764705882353,True
PO-0041-1,17,3,6,2023-08-30,2023-09-02,2023-09-01,35,34,-1,0.9714285714285714,True
PO-0041-2,17,3,6,2023-05-08,2023-05-11,2023-05-11,33,28,0,0.8484848484848485,True
PO-0042-1,95,4,9,2023-03-29,2023-04-05,2023-04-03,9,8,-2,0.8888888888888888,True
PO-0042-2,95,4,9,2023-07-01,2023-07-08,2023-07-06,22,19,-2,0.8636363636363636,True
PO-0043-1,3,2,13,2022-09-29,2022-10-06,2022-10-04,5,4,-2,0.8,True
PO-0043-2,3,2,13,2023-01-25,2023-02-01,2023-02-02,22,20,1,0.9090909090909091,False
PO-0044-1,99,2,9,2023-07-16,2023-07-23,2023-07-23,48,40,0,0.8333333333333334,True
PO-0044-2,99,2,9,2023-03-12,2023-03-19,2023-03-21,50,43,2,0.86,False
PO-0044-3,99,2,9,2023-03-10,2023-03-17,2023-03-19,61,56,2,0.9180327868852459,False
PO-0044-4,99,2,9,2023-07-11,2023-07-18,2023-07-17,58,50,-1,0.8620689655172413,True
PO-0044-5,99,2,9,2023-04-26,2023-05-03,2023-05-03,59,56,0,0.9491525423728814,True
PO-0045-1,77,1,19,2023-05-21,2023-05-25,2023-05-29,32,28,4,0.875,False
PO-0045-2,77,1,19,2023-02-22,2023-02-26,2023-02-26,38,33,0,0.868421052631579,True
PO-0045-3,77,1,19,2023-04-17,2023-04-21,2023-04-21,44,40,0,0.9090909090909091,True
PO-0046-1,63,1,16,2023-04-22,2023-05-01,2023-04-29,25,23,-2,0.92,True
PO-0046-2,63,1,16,2023-04-07,2023-04-16,2023-04-16,29,27,0,0.9310344827586207,True
PO-0046-3,63,1,16,2022-12-08,2022-12-17,2022-12-16,37,33,-1,0.8918918918918919,True
PO-0047-1,20,2,17,2022-09-08,2022-09-16,2022-09-18,24,23,2,0.9583333333333334,False
PO-0047-2,20,2,17,2022-09-27,2022-10-05,2022-10-05,19,17,0,0.8947368421052632,True
PO-0048-1,34,2,17,2022-08-06,2022-08-14,2022-08-13,24,21,-1,0.875,True
PO-0048-2,34,2,17,2022-07-04,2022-07-12,2022-07-12,25,22,0,0.88,True
PO-0049-1,91,1,7,2023-01-20,2023-01-23,2023-01-23,31,28,0,0.9032258064516129,True
PO-0049-2,91,1,7,2023-02-17,2023-02-20,2023-02-21,25,21,1,0.84,False
PO-0049-3,91,1,7,2022-12-29,2023-01-01,2022-12-31,38,37,-1,0.9736842105263158,True
PO-0049-4,91,1,7,2023-01-29,2023-02-01,2023-02-04,46,44,3,0.9565217391304348,False
PO-0049-5,91,1,7,2022-11-06,2022-11-09,2022-11-07,27,26,-2,0.9629629629629629,True
PO-0050-1,25,2,19,2023-06-10,2023-06-14,2023-06-16,27,24,2,0.8888888888888888,False
PO-0050-2,25,2,19,2023-03-10,2023-03-14,2023-03-13,13,12,-1,0.9230769230769231,True
PO-0050-3,25,2,19,2023-08-28,2023-09-01,2023-09-02,26,25,1,0.9615384615384616,False
PO-0050-4,25,2,19,2023-02-12,2023-02-16,2023-02-16,5,4,0,0.8,True
PO-0050-5,25,2,19,2023-05-30,2023-06-03,2023-06-03,18,16,0,0.8888888888888888,True
PO-0051-1,5,3,4,2022-12-15,2022-12-17,2022-12-18,9,7,1,0.7777777777777778,False
PO-0051-2,5,3,4,2022-07-21,2022-07-23,2022-07-23,8,7,0,0.875,True
PO-0051-3,5,3,4,2022-11-18,2022-11-20,2022-11-21,5,4,1,0.8,False
PO-0051-4,5,3,4,2022-08-25,2022-08-27,2022-08-26,15,14,-1,0.9333333333333333,True
PO-0051-5,5,3,4,2022-10-02,2022-10-04,2022-10-04,5,4,0,0.8,True
PO-0052-1,79,2,5,2023-03-23,2023-04-01,2023-04-01,19,18,0,0.9473684210526315,True
PO-0052-2,79,2,5,2023-06-05,2023-06-14,2023-06-14,10,9,0,0.9,True
PO-0052-3,79,2,5,2023-02-17,2023-02-26,2023-02-26,5,4,0,0.8,True
PO-0052-4,79,2,5,2023-06-10,2023-06-19,2023-06-18,5,4,-1,0.8,True
PO-0052-5,79,2,5,2022-12-23,2023-01-01,2023-01-01,5,4,0,0.8,True
PO-0053-1,68,3,7,2023-06-04,2023-06-07,2023-06-07,36,31,0,0.8611111111111112,True
PO-0053-2,68,3,7,2023-04-29,2023-05-02,2023-05-03,33,32,1,0.9696969696969697,False
PO-0053-3,68,3,7,2023-03-01,2023-03-04,2023-03-05,42,36,1,0.8571428571428571,False
PO-0053-4,68,3,7,2022-11-17,2022-11-20,2022-11-22,31,28,2,0.9032258064516129,False
PO-0053-5,68,3,7,2023-03-10,2023-03-13,2023-03-17,43,38,4,0.8837209302325582,False
PO-0054-1,44,4,11,2023-03-06,2023-03-15,2023-03-17,10,9,2,0.9,False
PO-0054-2,44,4,11,2023-03-09,2023-03-18,2023-03-19,17,15,1,0.8823529411764706,False
PO-0054-3,44,4,11,2022-09-06,2022-09-15,2022-09-15,5,4,0,0.8,True
PO-0054-4,44,4,11,2022-08-21,2022-08-30,2022-08-30,5,4,0,0.8,True
PO-0054-5,44,4,11,2022-09-05,2022-09-14,2022-09-14,5,4,0,0.8,True
PO-0055-1,83,1,20,2023-04-13,2023-04-15,2023-04-15,5,4,0,0.8,True
PO-0055-2,83,1,20,2023-04-05,2023-04-07,2023-04-08,31,28,1,0.9032258064516129,False
PO-0055-3,83,1,20,2023-07-05,2023-07-07,2023-07-07,18,16,0,0.8888888888888888,True
PO-0055-4,83,1,20,2023-03-05,2023-03-07,2023-03-10,7,6,3,0.8571428571428571,False
PO-0055-5,83,1,20,2023-04-01,2023-04-03,2023-04-03,8,7,0,0.875,True
PO-0056-1,36,3,11,2023-02-15,2023-02-24,2023-02-24,27,25,0,0.9259259259259259,True
PO-0056-2,36,3,11,2023-04-05,2023-04-14,2023-04-14,38,37,0,0.9736842105263158,True
PO-0056-3,36,3,11,2022-11-12,2022-11-21,2022-11-21,12,10,0,0.8333333333333334,True
PO-0056-4,36,3,11,2023-04-04,2023-04-13,2023-04-12,29,26,-1,0.896551724137931,True
PO-0056-5,36,3,11,2023-04-17,2023-04-26,2023-04-25,30,25,-1,0.8333333333333334,True
PO-0057-1,7,2,12,2022-09-06,2022-09-16,2022-09-15,9,8,-1,0.8888888888888888,True
PO-0057-2,7,2,12,2022-10-21,2022-10-31,2022-11-02,5,4,2,0.8,False
PO-0058-1,96,3,9,2022-06-27,2022-07-04,2022-07-04,21,19,0,0.9047619047619048,True
PO-0058-2,96,3,9,2023-01-01,2023-01-08,2023-01-10,20,19,2,0.95,False
PO-0058-3,96,3,9,2022-10-25,2022-11-01,2022-11-01,32,28,0,0.875,True
PO-0059-1,78,1,6,2023-04-09,2023-04-12,2023-04-11,27,24,-1,0.8888888888888888,True
PO-0059-2,78,1,6,2023-05-31,2023-06-03,2023-06-02,7,6,-1,0.8571428571428571,True
PO-0059-3,78,1,6,2022-12-28,2022-12-31,2022-12-31,20,17,0,0.85,True
PO-0059-4,78,1,6,2023-07-21,2023-07-24,2023-07-25,22,18,1,0.8181818181818182,False
PO-0059-5,78,1,6,2022-12-31,2023-01-03,2023-01-01,5,4,-2,0.8,True
PO-0060-1,47,3,20,2022-12-24,2022-12-26,2022-12-25,5,4,-1,0.8,True
PO-0060-2,47,3,20,2023-02-27,2023-03-01,2023-03-05,16,15,4,0.9375,False
PO-0061-1,2,2,17,2022-06-29,2022-07-07,2022-07-07,25,22,0,0.88,True
PO-0061-2,2,2,17,2022-07-30,2022-08-07,2022-08-12,42,37,5,0.8809523809523809,False
PO-0061-3,2,2,17,2022-08-26,2022-09-03,2022-09-05,33,31,2,0.9393939393939394,False
PO-0061-4,2,2,17,2022-08-09,2022-08-17,2022-08-20,33,29,3,0.8787878787878788,False
PO-0061-5,2,2,17,2022-08-06,2022-08-14,2022-08-15,13,11,1,0.8461538461538461,False
PO-0062-1,47,3,20,2023-07-07,2023-07-09,2023-07-07,59,56,-2,0.9491525423728814,True
PO-0062-2,47,3,20,2023-11-04,2023-11-06,2023-11-09,48,45,3,0.9375,False
PO-0063-1,75,4,15,2023-03-25,2023-04-03,2023-04-04,5,4,1,0.8,False
PO-0063-2,75,4,15,2022-10-26,2022-11-04,2022-11-02,10,8,-2,0.8,True
PO-0064-1,96,1,9,2022-11-02,2022-11-09,2022-11-11,42,41,2,0.9761904761904762,False
PO-0064-2,96,1,9,2022-07-26,2022-08-02,2022-08-02,40,37,0,0.925,True
PO-0064-3,96,1,9,2023-01-24,2023-01-31,2023-01-31,31,27,0,0.8709677419354839,True
PO-0064-4,96,1,9,2023-01-04,2023-01-11,2023-01-12,27,23,1,0.8518518518518519,False
PO-0065-1,25,2,19,2023-07-01,2023-07-05,2023-07-08,41,36,3,0.8780487804878049,False
PO-0065-2,25,2,19,2023-06-26,2023-06-30,2023-06-29,35,33,-1,0.9428571428571428,True
PO-0066-1,70,3,4,2022-09-22,2022-09-24,2022-09-27,33,32,3,0.9696969696969697,False
PO-0066-2,70,3,4,2022-08-09,2022-08-11,2022-08-11,36,30,0,0.8333333333333334,True
PO-0066-3,70,3,4,2023-01-12,2023-01-14,2023-01-15,30,25,1,0.8333333333333334,False
PO-0066-4,70,3,4,2022-07-24,2022-07-26,2022-07-27,31,29,1,0.9354838709677419,False
PO-0067-1,93,2,20,2023-03-01,2023-03-03,2023-03-02,9,7,-1,0.7777777777777778,True
PO-0067-2,93,2,20,2022-09-09,2022-09-11,2022-09-12,5,4,1,0.8,False
PO-0067-3,93,2,20,2022-09-22,2022-09-24,2022-09-22,13,11,-2,0.8461538461538461,True
PO-0068-1,71,3,4,2022-12-04,2022-12-06,2022-12-09,18,17,3,0.9444444444444444,False
PO-0068-2,71,3,4,2022-08-29,2022-08-31,2022-08-30,36,35,-1,0.9722222222222222,True
PO-0068-3,71,3,4,2022-11-22,2022-11-24,2022-11-23,37,32,-1,0.8648648648648649,True
PO-0069-1,58,1,4,2022-12-12,2022-12-14,2022-12-14,24,21,0,0.875,True
PO-0069-2,58,1,4,2022-11-28,2022-11-30,2022-11-30,10,8,0,0.8,True
PO-0069-3,58,1,4,2022-12-18,2022-12-20,2022-12-27,15,13,7,0.8666666666666667,False
PO-0070-1,68,1,7,2023-03-17,2023-03-20,2023-03-20,39,34,0,0.8717948717948718,True
PO-0070-2,68,1,7,2023-05-15,2023-05-18,2023-05-19,43,37,1,0.8604651162790697,False
PO-0071-1,17,3,6,2023-02-28,2023-03-03,2023-03-01,46,40,-2,0.8695652173913043,True
PO-0071-2,17,3,6,2022-12-05,2022-12-08,2022-12-06,40,39,-2,0.975,True
PO-0071-3,17,3,6,2023-02-20,2023-02-23,2023-02-25,30,27,2,0.9,False
PO-0072-1,89,2,16,2022-12-30,2023-01-08,2023-01-08,32,29,0,0.90625,True
PO-0072-2,89,2,16,2022-09-28,2022-10-07,2022-10-09,30,27,2,0.9,False
PO-0072-3,89,2,16,2022-06-27,2022-07-06,2022-07-06,28,27,0,0.9642857142857143,True
PO-0073-1,69,1,5,2023-06-01,2023-06-10,2023-06-11,40,39,1,0.975,False
PO-0073-2,69,1,5,2023-01-22,2023-01-31,2023-01-30,24,20,-1,0.8333333333333334,True
PO-0074-1,72,4,13,2023-06-22,2023-06-29,2023-06-29,22,21,0,0.9545454545454546,True
PO-0074-2,72,4,13,2023-03-15,2023-03-22,2023-03-22,39,34,0,0.8717948717948718,True
PO-0074-3,72,4,13,2023-04-13,2023-04-20,2023-04-20,51,47,0,0.9215686274509803,True
PO-0074-4,72,4,13,2023-05-04,2023-05-11,2023-05-12,30,27,1,0.9,False
PO-0074-5,72,4,13,2023-03-17,2023-03-24,2023-03-25,41,36,1,0.8780487804878049,False
PO-0075-1,24,1,13,2022-09-23,2022-09-30,2022-10-05,39,33,5,0.8461538461538461,False
PO-0075-2,24,1,13,2023-01-26,2023-02-02,2023-02-01,34,31,-1,0.9117647058823529,True
PO-0075-3,24,1,13,2023-02-22,2023-03-01,2023-03-03,36,34,2,0.9444444444444444,False
PO-0075-4,24,1,13,2023-03-23,2023-03-30,2023-04-02,45,39,3,0.8666666666666667,False
PO-0076-1,90,1,17,2023-01-20,2023-01-28,2023-01-28,27,26,0,0.9629629629629629,True
PO-0076-2,90,1,17,2023-02-08,2023-02-16,2023-02-16,32,29,0,0.90625,True
PO-0076-3,90,1,17,2022-12-24,2023-01-01,2023-01-02,32,27,1,0.84375,False
PO-0076-4,90,1,17,2022-12-06,2022-12-14,2022-12-14,37,34,0,0.918918918918919,True
PO-0076-5,90,1,17,2022-09-29,2022-10-07,2022-10-08,38,33,1,0.868421052631579,False
PO-0077-1,93,3,20,2023-08-03,2023-08-05,2023-08-07,25,24,2,0.96,False
PO-0077-2,93,3,20,2023-07-14,2023-07-16,2023-07-18,22,20,2,0.9090909090909091,False
PO-0077-3,93,3,20,2023-02-02,2023-02-04,2023-02-04,21,20,0,0.9523809523809523,True
PO-0077-4,93,3,20,2023-06-10,2023-06-12,2023-06-13,5,4,1,0.8,False
PO-0077-5,93,3,20,2023-03-04,2023-03-06,2023-03-07,9,7,1,0.7777777777777778,False
PO-0078-1,35,1,16,2022-10-11,2022-10-20,2022-10-20,36,34,0,0.9444444444444444,True
PO-0078-2,35,1,16,2023-02-20,2023-03-01,2023-03-02,31,30,1,0.967741935483871,False
PO-0079-1,31,3,12,2022-09-27,2022-10-07,2022-10-07,44,43,0,0.9772727272727273,True
PO-0079-2,31,3,12,2022-11-01,2022-11-11,2022-11-11,52,45,0,0.8653846153846154,True
PO-0079-3,31,3,12,2022-11-01,2022-11-11,2022-11-11,44,39,0,0.8863636363636364,True
PO-0079-4,31,3,12,2022-11-30,2022-12-10,2022-12-09,36,33,-1,0.9166666666666666,True
